price,postcode,bedrooms,baths,receptions,station,parking,garage,balcony,terrace,garden,porter,security,concierge,new,pre_owned,type_of_building,fireplace,wood_floors,listed,agent
870000.0,e2,2.0,2.0,1.0,hoxton (0.2 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"savills - hackney wick fish island rds, e9"
1210000.0,e2,3.0,3.0,1.0,hoxton (0.2 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"savills - hackney wick fish island rds, e9"
640000.0,e2,2.0,1.0,1.0,hoxton (0.2 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"savills - hackney wick fish island rds, e9"
769999.0,e2,2.0,2.0,1.0,hoxton (0.2 miles),no,no,yes,yes,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"knight frank - city & east new homes, ec2v"
730000.0,e2,1.0,1.0,1.0,hoxton (0.2 miles),no,no,yes,yes,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"knight frank - city & east new homes, ec2v"
545000.0,e2,,1.0,1.0,hoxton (0.2 miles),no,no,yes,yes,yes,no,no,yes,yes,no,studio,no,no,15th apr 2021,"knight frank - city & east new homes, ec2v"
935000.0,nw2,2.0,2.0,1.0,cricklewood (0.3 miles),yes,no,no,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"tk international, nw3"
570000.0,nw2,1.0,1.0,1.0,cricklewood (0.3 miles),yes,no,yes,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"tk international, nw3"
735000.0,nw2,2.0,2.0,1.0,cricklewood (0.3 miles),yes,no,yes,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"tk international, nw3"
709000.0,e14,2.0,1.0,1.0,all saints (0.2 miles),no,no,no,yes,no,no,no,yes,yes,no,flat,no,no,15th apr 2021,"galliard homes - orchard wharf, e14"
695000.0,n4,2.0,2.0,1.0,manor house (0.2 miles),no,no,yes,yes,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"dexters new homes - mayfair, w1k"
1200000.0,sw8,2.0,2.0,1.0,vauxhall (0.2 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"mylondonhome battersea, sw11"
965000.0,sw1p,1.0,1.0,1.0,westminster (0.4 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"prime london (central and riverside), se1"
699950.0,se8,2.0,2.0,1.0,surrey quays (0.7 miles),no,no,no,yes,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"strawberry star - nine elms, sw8"
1200000.0,sw1p,1.0,1.0,1.0,westminster (0.4 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"prime london (central and riverside), se1"
670000.0,e14,1.0,1.0,1.0,canary wharf (0.1 miles),no,no,yes,yes,yes,no,yes,yes,yes,no,flat,no,yes,15th apr 2021,"ebl investment, e14"
680000.0,nw2,3.0,2.0,1.0,golders green (0.5 miles),yes,no,yes,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"goldschmidt & howland - west hampstead, nw6"
665000.0,nw2,3.0,2.0,1.0,golders green (0.5 miles),yes,no,yes,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"goldschmidt & howland - west hampstead, nw6"
890000.0,e1,1.0,1.0,1.0,aldgate east (0.2 miles),no,no,yes,yes,yes,no,no,yes,yes,no,flat,no,yes,15th apr 2021,"belvoir wembley, ha9"
465000.0,sw8,,1.0,1.0,battersea park (0.1 miles),no,no,no,no,no,no,no,no,yes,no,studio,no,no,15th apr 2021,"james pendleton, land, new homes & investments office, sw18"
1090000.0,e14,3.0,2.0,1.0,south quay (0.1 miles),no,no,yes,no,no,no,no,yes,yes,no,flat,no,yes,15th apr 2021,"galliard homes - harbour central, e14"
670000.0,nw3,2.0,2.0,1.0,finchley road & frognal (0.1 miles),yes,no,yes,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"dexters new homes - mayfair, w1k"
650000.0,sw15,2.0,1.0,1.0,barnes (0.7 miles),no,no,no,yes,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"james pendleton, land, new homes & investments office, sw18"
400000.0,e3,1.0,1.0,1.0,mile end (0.3 miles),no,no,yes,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"hammonds, e3"
400000.0,e3,1.0,1.0,1.0,mile end (0.3 miles),no,no,no,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"hammonds, e3"
450000.0,e3,2.0,1.0,1.0,mile end (0.3 miles),no,no,yes,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"hammonds, e3"
450000.0,e3,2.0,1.0,1.0,mile end (0.3 miles),no,no,yes,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"hammonds, e3"
434995.0,e3,1.0,1.0,1.0,mile end (0.3 miles),no,no,no,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"hammonds, e3"
475000.0,e3,2.0,1.0,1.0,mile end (0.3 miles),no,no,no,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"hammonds, e3"
750000.0,ec1v,2.0,2.0,1.0,old street (0.1 miles),no,no,yes,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"foxtons - new homes north east, n1"
